urban,sub_district,city,postal_code,province_code
CIBURUY,BAYONGBONG,GARUT,44162,32
CIBURUY,CIGOMBONG,BOGOR,16110,32
CIBURUY,PADALARANG,BANDUNG BARAT,40553,32
CICADAS,BABAKANCIKAO,PURWAKARTA,41151,32
CICADAS,BINONG,SUBANG,41253,32
CICADAS,CIAMPEA,BOGOR,16620,32
CICADAS,CIBEUNYING KIDUL,BANDUNG,40121,32
CICADAS,CISOLOK,SUKABUMI,43366,32
CICADAS,GUNUNG PUTRI,BOGOR,16964,32
CICADAS,JATIWANGI,MAJALENGKA,45454,32
CICADAS,RONGGA,BANDUNG BARAT,40566,32
CICADAS,SAGALAHERANG,SUBANG,41282,32
CICAHEUM,KIARACONDONG,BANDUNG,40282,32
CICALENGKA KULON,CICALENGKA,BANDUNG,40395,32
CICALENGKA WETAN,CICALENGKA,BANDUNG,40395,32
CICALUNG,MAJA,MAJALENGKA,45461,32
CICANGKANG GIRANG,SINDANGKERTA,BANDUNG BARAT,40563,32
CICANGKANG HILIR,CIPONGKOR,BANDUNG BARAT,40564,32
CICANIR,TALAGA,MAJALENGKA,45463,32
CICANTAYAN,CICANTAYAN,SUKABUMI,43155,32
CICAPAR,BANJARSARI,CIAMIS,46383,32
CICAREUH,CIKIDANG,SUKABUMI,43367,32
CICARIMANAH,TOMO,SUMEDANG,45382,32
CICAU,CIKARANG PUSAT,BEKASI,17530,32
CICENANG,CIGASONG,MAJALENGKA,45476,32
CICINDE SELATAN,BANYUSARI,KARAWANG,41374,32
CICINDE UTARA,BANYUSARI,KARAWANG,41374,32
CICUKANG,PURABAYA,SUKABUMI,43187,32
CICURUG,CICURUG,SUKABUMI,43359,32
CICURUG,MAJALENGKA,MAJALENGKA,45412,32
CIDADALI,CIKALONG,TASIKMALAYA,46195,32
CIDADAP,CAMPAKA,CIANJUR,43263,32
CIDADAP,CIDADAP,SUKABUMI,43183,32
CIDADAP,CINGAMBUL,MAJALENGKA,45467,32
CIDADAP,KARANGNUNGGAL,TASIKMALAYA,46186,32
CIDADAP,PAGADEN BARAT,SUBANG,41252,32
CIDADAP,SIMPENAN,SUKABUMI,43361,32
CIDAHU,CIBITUNG,SUKABUMI,43172,32
CIDAHU,CIDAHU,KUNINGAN,45595,32
CIDAHU,CIDAHU,SUKABUMI,43358,32
CIDAHU,PAGADEN BARAT,SUBANG,41252,32
CIDAHU,PASAWAHAN,KUNINGAN,45559,32
CIDAHU,PASAWAHAN,PURWAKARTA,41172,32
CIDAMAR,CIDAUN,CIANJUR,43275,32
CIDATAR,CISURUPAN,GARUT,44163,32
CIDEMPET,ARAHAN,INDRAMAYU,45365,32
CIDENOK,SUMBERJAYA,MAJALENGKA,45455,32
CIDERUM,CARINGIN,BOGOR,16730,32
CIDOKOM,GUNUNG SINDUR,BOGOR,16340,32
CIDOKOM,RUMPIN,BOGOR,16350,32
CIDOLOG,CIDOLOG,CIAMIS,46352,32
CIDOLOG,CIDOLOG,SUKABUMI,43184,32
CIDUGALEUN,CIGALONTANG,TASIKMALAYA,46463,32
CIDULANG,CIKIJING,MAJALENGKA,45466,32
CIELA,BAYONGBONG,GARUT,44162,32
CIEMAS,CIEMAS,SUKABUMI,43177,32
CIENGANG,GEGER BITUNG,SUKABUMI,43197,32
CIEUNDEUR,WARUNGKONDANG,CIANJUR,43261,32
CIEUNTEUNG,DARMARAJA,SUMEDANG,45372,32
CIEURIH,CIDAHU,KUNINGAN,45595,32
CIEURIH,CIPAKU,CIAMIS,46252,32
CIEURIH,MAJA,MAJALENGKA,45461,32
CIGADOG,CIKELET,GARUT,44177,32
CIGADOG,CISALAK,SUBANG,41283,32
CIGADOG,LEUWISARI,TASIKMALAYA,46464,32
CIGADOG,SUCINARAJA,GARUT,44115,32
CIGADUNG,CIBEUNYING KALER,BANDUNG,40191,32
CIGADUNG,CIGUGUR,KUNINGAN,45552,32
CIGADUNG,SUBANG,SUBANG,41213,32
CIGAGADE,BLUBUR LIMBANGAN,GARUT,44186,32
CIGALEUH,LEMAHSUGIH,MAJALENGKA,45465,32
CIGALONTANG,CIGALONTANG,TASIKMALAYA,46463,32
CIGANJENG,PADAHERANG,PANGANDARAN,46372,32
CIGANTANG,MANGKUBUMI,TASIKMALAYA,46181,32
CIGARONGGONG,CIBALONG,GARUT,44176,32
CIGARUKGAK,CIAWIGEBANG,KUNINGAN,45591,32
CIGASONG,CIGASONG,MAJALENGKA,45476,32
CIGAWIR,SELAAWI,GARUT,44187,32
CIGAYAM,BANJARSARI,CIAMIS,46383,32
CIGEDANG,LURAGUNG,KUNINGAN,45581,32
CIGEDUG,CIGEDUG,GARUT,44116,32
CIGELAM,BABAKANCIKAO,PURWAKARTA,41151,32
CIGEMBOR,CIAMIS,CIAMIS,46212,32
CIGENDEL,PAMULIHAN,SUMEDANG,45365,32
CIGENDING,UJUNG BERUNG,BANDUNG,40611,32
CIGENTUR,PASEH,BANDUNG,40383,32
CIGENTUR,TANJUNGKERTA,SUMEDANG,45354,32
CIGERELENG,REGOL,BANDUNG,40253,32
CIGINTUNG,CISITU,SUMEDANG,45363,32
CIGINTUNG,KUNINGAN,KUNINGAN,45517,32
CIGINTUNG,SINGAJAYA,GARUT,44173,32
CIGOBANG WANGI,PASALEMAN,CIREBON,45187,32
CIGOBANG,PASALEMAN,CIREBON,45187,32
CIGOMBONG,CIGOMBONG,BOGOR,16110,32
CIGONDEWAH HILIR,MARGAASIH,BANDUNG,40214,32
CIGONDEWAH KALER,BANDUNG KULON,BANDUNG,40214,32
CIGONDEWAH KIDUL,BANDUNG KULON,BANDUNG,40214,32
CIGONDEWAH RAHAYU,BANDUNG KULON,BANDUNG,40215,32
CIGUDEG,CIGUDEG,BOGOR,16660,32
CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,40559,32
CIGUGUR KALER,PUSAKAJAYA,SUBANG,41255,32
CIGUGUR TENGAH,CIMAHI TENGAH,CIMAHI,40522,32
CIGUGUR,CIGUGUR,KUNINGAN,45552,32
CIGUGUR,CIGUGUR,PANGANDARAN,46392,32
CIGUGUR,PUSAKAJAYA,SUBANG,41255,32
CIGUHA,SUKANAGARA,CIANJUR,43264,32
CIGUNUNG,PARUNGPONTENG,TASIKMALAYA,46185,32
CIGUNUNGHERANG,CIKALONGKULON,CIANJUR,43291,32
CIGUNUNGSARI,TEGALWARU,KARAWANG,41362,32
CIHAMBULU,PABUARAN,SUBANG,41262,32
CIHAMERANG,KABANDUNGAN,SUKABUMI,43368,32
CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,40562,32
CIHANJARO,KARANGKANCANA,KUNINGAN,45584,32
CIHANJAWAR,BOJONG,PURWAKARTA,41164,32
CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,40559,32
CIHANJUANG,CIMANGGUNG,SUMEDANG,45364,32
CIHANJUANG,PARONGPONG,BANDUNG BARAT,40559,32
CIHANYAWAR,NAGRAK,SUKABUMI,43356,32
CIHANYIR,CIKANCUNG,BANDUNG,40396,32
CIHAPIT,BANDUNG WETAN,BANDUNG,40114,32
CIHARALANG,CIJEUNGJING,CIAMIS,46271,32
CIHARASHAS,CILAKU,CIANJUR,43285,32
CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,40558,32
CIHAUR GEULIS,CIBEUNYING KALER,BANDUNG,40122,32
CIHAUR,CIAWIGEBANG,KUNINGAN,45591,32
CIHAUR,CIBEBER,CIANJUR,43262,32
CIHAUR,MAJA,MAJALENGKA,45461,32
CIHAUR,MANONJAYA,TASIKMALAYA,46197,32
CIHAUR,SIMPENAN,SUKABUMI,43361,32
CIHAURBEUTI,CIHAURBEUTI,CIAMIS,46262,32
CIHAURKUNING,CISOMPET,GARUT,44174,32
CIHAURKUNING,MALANGBONG,GARUT,44188,32
CIHAWUK,KERTASARI,BANDUNG,40386,32
CIHEA,HAURWANGI,CIANJUR,43283,32
CIHERANG PONDOK,CARINGIN,BOGOR,16730,32
CIHERANG,BANJARSARI,CIAMIS,46383,32
CIHERANG,CIBEUREUM,TASIKMALAYA,46416,32
CIHERANG,DRAMAGA,BOGOR,16680,32
CIHERANG,KADUGEDE,KUNINGAN,45561,32
CIHERANG,KARANGTENGAH,CIANJUR,43281,32
CIHERANG,NAGREG,BANDUNG,40215,32
CIHERANG,PACET,CIANJUR,43253,32
CIHERANG,PASAWAHAN,PURWAKARTA,41172,32
CIHERANG,SUMEDANG SELATAN,SUMEDANG,45311,32
CIHERAS,CIPATUJAH,TASIKMALAYA,46189,32
CIHEULANG TONGGOH,CIBADAK,SUKABUMI,43351,32
CIHEULANG,CIPARAY,BANDUNG,40381,32
CIHIDEUNG ILIR,CIAMPEA,BOGOR,16620,32
CIHIDEUNG UDIK,CIAMPEA,BOGOR,16620,32
CIHIDEUNG,PARONGPONG,BANDUNG BARAT,40559,32
CIHIDEUNGGIRANG,CIDAHU,KUNINGAN,45595,32
CIHIDEUNGHILIR,CIDAHU,KUNINGAN,45595,32
CIHIKEU,BUNGBULANG,GARUT,44165,32
CIHIRUP,CIAWIGEBANG,KUNINGAN,45593,32
CIHOE (CIHOWE),CISEENG,BOGOR,16120,32
CIHUNI,PANGATIKAN,GARUT,44183,32
CIHUNI,PASAWAHAN,PURWAKARTA,41172,32
CIHURIP,CIHURIP,GARUT,44173,32
CIJAGAMULYA,CIAWIGEBANG,KUNINGAN,45591,32
CIJAGANG,CIKALONGKULON,CIANJUR,43291,32
CIJAGRA,LENGKONG,BANDUNG,40265,32
CIJAGRA,PASEH,BANDUNG,40383,32
CIJALINGAN,CICANTAYAN,SUKABUMI,43155,32
CIJAMBE,CIJAMBE,SUBANG,41286,32
CIJAMBE,CIKELET,GARUT,44177,32
CIJAMBE,CIKIDANG,SUKABUMI,43367,32
CIJAMBE,PASEH,SUMEDANG,45381,32
CIJAMBU,CIPONGKOR,BANDUNG BARAT,40564,32
CIJAMBU,TANJUNGSARI,SUMEDANG,45362,32
CIJANGKAR,NYALINDUNG,SUKABUMI,43196,32
CIJANTUNG,SUKATANI,PURWAKARTA,41167,32
CIJATI,CIJATI,CIANJUR,43284,32
CIJATI,MAJALENGKA,MAJALENGKA,45417,32
CIJATI,MANIIS,PURWAKARTA,41166,32
CIJATI,SITURAJA,SUMEDANG,45371,32
CIJAURA (MARGASENANG),BUAHBATU (MARGACINTA),BANDUNG,40287,32
CIJAYA,CAMPAKA,PURWAKARTA,41181,32
CIJAYANA,MEKARMUKTI,GARUT,44165,32
CIJAYANTI,BABAKAN MADANG,BOGOR,16810,32
CIJEDIL,CUGENANG,CIANJUR,43252,32
CIJELER,SITURAJA,SUMEDANG,45371,32
CIJEMIT,CINIRU,KUNINGAN,45565,32
CIJENGKOL,CARINGIN,SUKABUMI,43154,32
CIJENGKOL,SERANGPANJANG,SUBANG,41282,32
CIJENGKOL,SETU,BEKASI,17320,32
CIJENUK,CIPONGKOR,BANDUNG BARAT,40564,32
CIJERAH,BANDUNG KULON,BANDUNG,40213,32
CIJERUK,CIJERUK,BOGOR,16740,32
CIJERUK,PAMULIHAN,SUMEDANG,45365,32
CIJEUNGJING,CIJEUNGJING,CIAMIS,46271,32
CIJEUNGJING,JATIGEDE,SUMEDANG,45377,32
CIJOHO,KUNINGAN,KUNINGAN,45513,32
CIJOLANG,BLUBUR LIMBANGAN,GARUT,44186,32
CIJUJUNG,CIBUNGBULANG,BOGOR,16630,32
CIJUJUNG,SUKARAJA,BOGOR,16710,32
CIJULANG,CIHAURBEUTI,CIAMIS,46262,32
CIJULANG,CIJULANG,PANGANDARAN,46394,32
CIJULANG,CINEAM,TASIKMALAYA,46198,32
CIJULANG,JAMPANG TENGAH,SUKABUMI,43171,32
CIJUNTI,CAMPAKA,PURWAKARTA,41181,32
CIJUREY,GEGER BITUNG,SUKABUMI,43197,32
CIJUREY,PANYINGKIRAN,MAJALENGKA,45459,32
CIKADONGDONG,BOJONGASIH,TASIKMALAYA,46475,32
CIKADONGDONG,SINGAPARNA,TASIKMALAYA,46418,32
CIKADU,CIBATU,PURWAKARTA,41181,32
CIKADU,CIJAMBE,SUBANG,41286,32
CIKADU,CIKADU,CIANJUR,43284,32
CIKADU,CIKALONG,TASIKMALAYA,46195,32
CIKADU,CISAYONG,TASIKMALAYA,46153,32
CIKADU,NUSAHERANG,KUNINGAN,45563,32
CIKADU,PELABUHAN / PALABUHAN RATU,SUKABUMI,43364,32
CIKADU,SINDANGKERTA,BANDUNG BARAT,40563,32
CIKADU,SITURAJA,SUMEDANG,45371,32
CIKADUT,CIMEUNYAN,BANDUNG,40191,32
CIKADUWETAN,CIMAHI,KUNINGAN,45582,32
CIKAHURIPAN,CIMANGGUNG,SUMEDANG,45364,32
CIKAHURIPAN,CISOLOK,SUKABUMI,43366,32
CIKAHURIPAN,GEKBRONG,CIANJUR,43261,32
CIKAHURIPAN,KADUDAMPIT,SUKABUMI,43153,32
CIKAHURIPAN,KLAPA NUNGGAL (KELAPA NUNGGAL),BOGOR,16710,32
CIKAHURIPAN,LEMBANG,BANDUNG BARAT,40391,32
CIKAHURIPAN,MALEBER,KUNINGAN,45575,32
CIKAJANG,CIKAJANG,GARUT,44171,32
CIKAKAK,CIKAKAK,SUKABUMI,43365,32
CIKALAHANG,DUKUPUNTANG,CIREBON,45652,32
CIKALANG,TAWANG,TASIKMALAYA,46114,32
CIKALONG,CIKALONG WETAN,BANDUNG BARAT,40556,32
CIKALONG,CIKALONG,TASIKMALAYA,46195,32
CIKALONG,CILAMAYA WETAN,KARAWANG,41384,32
CIKALONG,CIMAUNG,BANDUNG,40374,32
CIKALONG,SIDAMULIH,PANGANDARAN,46365,32
CIKALONG,SODONGHILIR,TASIKMALAYA,46473,32
CIKALONG,SUKAHAJI,MAJALENGKA,45471,32
CIKALONGSARI,JATISARI,KARAWANG,41374,32
CIKAMPEK BARAT,CIKAMPEK,KARAWANG,41373,32
CIKAMPEK KOTA,CIKAMPEK,KARAWANG,41373,32
CIKAMPEK PUSAKA,CIKAMPEK,KARAWANG,41373,32
CIKAMPEK SELATAN,CIKAMPEK,KARAWANG,41373,32
CIKAMPEK TIMUR,CIKAMPEK,KARAWANG,41373,32
CIKAMPEK UTARA,KOTABARU,KARAWANG,41374,32
CIKANANGA,GARAWANGI,KUNINGAN,45571,32
CIKANCANA,GEKBRONG,CIANJUR,43261,32
CIKANCANA,SUKARESMI,CIANJUR,43254,32
CIKANCAS,BEBER,CIREBON,45172,32
CIKANCRA,CIKALONG,TASIKMALAYA,46195,32
CIKANCUNG,CIKANCUNG,BANDUNG,40396,32
CIKANDANG,CIKAJANG,GARUT,44171,32
CIKANDANG,LURAGUNG,KUNINGAN,45581,32
CIKANDE,CILEBAR,KARAWANG,41353,32
CIKANDE,SAGULING,BANDUNG BARAT,40561,32
CIKANGKARENG,CIBINONG,CIANJUR,43271,32
CIKANGKUNG,CIRACAP,SUKABUMI,43176,32
CIKANYERE,SUKARESMI,CIANJUR,43254,32
CIKAOBANDUNG,JATILUHUR,PURWAKARTA,41152,32
CIKAPINIS,KARANGNUNGGAL,TASIKMALAYA,46186,32
CIKARACAK,ARGAPURA,MAJALENGKA,45462,32
CIKARAG,MALANGBONG,GARUT,44188,32
CIKARAGEMAN,SETU,BEKASI,17320,32
CIKARAMAS,TANJUNGMEDAR,SUMEDANG,45354,32
CIKARANG KOTA,CIKARANG UTARA,BEKASI,17530,32
CIKARANG,CIDOLOG,SUKABUMI,43184,32
CIKARANG,CILAMAYA WETAN,KARAWANG,41384,32
CIKARANG,CISEWU,GARUT,44166,32
CIKARANG,JAMPANG KULON,SUKABUMI,43178,32
CIKARANGGEUSAN,JAMPANG KULON,SUKABUMI,43178,32
CIKARAWANG,DRAMAGA,BOGOR,16680,32
CIKAREO SELATAN,WADO,SUMEDANG,45373,32
CIKAREO UTARA,WADO,SUMEDANG,45373,32
CIKARET,BOGOR SELATAN - KOTA,BOGOR,16132,32
CIKARET,KEBONPEDES,SUKABUMI,43194,32
CIKAROYA,WARUNGKONDANG,CIANJUR,43261,32
CIKASARUNG,MAJALENGKA,MAJALENGKA,45415,32
CIKASO,BANJARSARI,CIAMIS,46383,32
CIKASO,KRAMAT MULYA,KUNINGAN,45553,32
CIKASUNGKA,CIKANCUNG,BANDUNG,40396,32
CIKAUM BARAT,CIKAUM,SUBANG,41253,32
CIKAUM TIMUR,CIKAUM,SUBANG,41253,32
CIKAWAO,LENGKONG,BANDUNG,40261,32
CIKAWAO,PACET,BANDUNG,40385,32
CIKAWUNG,PANCATENGAH,TASIKMALAYA,46194,32
CIKAWUNG,TANJUNGSIANG,SUBANG,41284,32
CIKAWUNG,TRISI / TERISI,INDRAMAYU,45262,32
CIKAWUNGADING,CIPATUJAH,TASIKMALAYA,46189,32
CIKEAS UDIK,GUNUNG PUTRI,BOGOR,16966,32
CIKEAS,SUKARAJA,BOGOR,16710,32
CIKEDOKAN,BAYONGBONG,GARUT,44162,32
CIKEDOKAN,CIKARANG BARAT,BEKASI,17530,32
CIKEDUK,DEPOK,CIREBON,45155,32
CIKEDUNG LOR,CIKEDUNG,INDRAMAYU,45262,32
CIKEDUNG,CIKEDUNG,INDRAMAYU,45262,32
CIKELAT,CISOLOK,SUKABUMI,43366,32
CIKELENG,JAPARA,KUNINGAN,45555,32
CIKELET,CIKELET,GARUT,44177,32
CIKEMBANG,CARINGIN,SUKABUMI,43154,32
CIKEMBANG,KERTASARI,BANDUNG,40386,32
CIKEMBAR,CIKEMBAR,SUKABUMI,43157,32
CIKEMBULAN,KADUNGORA,GARUT,44153,32
CIKEMBULAN,SIDAMULIH,PANGANDARAN,46365,32
CIKERIS,BOJONG,PURWAKARTA,41164,32
CIKERUH,JATINANGOR,SUMEDANG,45363,32
CIKETAK,KADUGEDE,KUNINGAN,45561,32
CIKETING UDIK,BANTAR GEBANG,BEKASI,17153,32
CIKEUSAL,CIMAHI,KUNINGAN,45582,32
CIKEUSAL,GEMPOL,CIREBON,45161,32
CIKEUSAL,TALAGA,MAJALENGKA,45463,32
CIKEUSAL,TANJUNGJAYA,TASIKMALAYA,46184,32
CIKEUSI,DARMARAJA,SUMEDANG,45372,32
CIKEUSIK,CIDAHU,KUNINGAN,45595,32
CIKEUSIK,SUKAHAJI,MAJALENGKA,45471,32
CIKIDANG,BANTARUJEG,MAJALENGKA,45464,32
CIKIDANG,CIKIDANG,SUKABUMI,43367,32
CIKIDANG,LEMBANG,BANDUNG BARAT,40391,32
CIKIDANGBAYABANG,MANDE,CIANJUR,43292,32
CIKIJING,CIKIJING,MAJALENGKA,45466,32
CIKIRAY,CIKIDANG,SUKABUMI,43367,32
CIKITU,PACET,BANDUNG,40385,32
CIKIWUL,BANTAR GEBANG,BEKASI,17152,32
CIKOLE,CIKOLE,SUKABUMI,43113,32
CIKOLE,CIMALAKA,SUMEDANG,45353,32
CIKOLE,LEMBANG,BANDUNG BARAT,40391,32
CIKONDANG,BOJONGPICUNG,CIANJUR,43283,32
CIKONDANG,CIBEBER,CIANJUR,43262,32
CIKONDANG,CINEAM,TASIKMALAYA,46198,32
CIKONDANG,CINGAMBUL,MAJALENGKA,45467,32
CIKONDANG,CISOMPET,GARUT,44174,32
CIKONDANG,CITAMIANG,SUKABUMI,43142,32
CIKONDANG,GANEAS,SUMEDANG,45356,32
CIKONDANG,HANTARA,KUNINGAN,45564,32
CIKONENG,CIKONENG,CIAMIS,46261,32
CIKONENG,CIPARAY,BANDUNG,40381,32
CIKONENG,GANEAS,SUMEDANG,45356,32
CIKONENG,PASIRJAMBU,BANDUNG,40972,32
CIKONENG,SUKAHAJI,MAJALENGKA,45471,32
CIKOPO,BUNGURSARI,PURWAKARTA,41181,32
CIKOPOMAYAK,JASINGA,BOGOR,16670,32
CIKUBANG,TARAJU,TASIKMALAYA,46474,32
CIKUBANGMULYA,CIAWIGEBANG,KUNINGAN,45591,32
CIKUBANGSARI,KRAMAT MULYA,KUNINGAN,45553,32
CIKUDA,PARUNG PANJANG,BOGOR,16360,32
CIKUJANG,GUNUNG GURUH,SUKABUMI,43156,32
CIKUJANG,SERANGPANJANG,SUBANG,41282,32
CIKUKULU,KARANGNUNGGAL,TASIKMALAYA,46186,32
CIKULAK KIDUL,WALED,CIREBON,45187,32
CIKULAK,WALED,CIREBON,45187,32
CIKUMPAY,CAMPAKA,PURWAKARTA,41181,32
CIKUNDUL,LEMBURSITU,SUKABUMI,43168,32
CIKUNIR,SINGAPARNA,TASIKMALAYA,46418,32
CIKUNTEN,SINGAPARNA,TASIKMALAYA,46414,32
CIKUNTUL,TEMPURAN,KARAWANG,41385,32
CIKUPA,BANJARSARI,CIAMIS,46383,32
CIKUPA,DARMA,KUNINGAN,45562,32
CIKUPA,KARANGNUNGGAL,TASIKMALAYA,46186,32
CIKUPA,LUMBUNG,CIAMIS,46258,32
CIKURUBUK,BUAHDUA,SUMEDANG,45392,32
CIKURUTUG,CIREUNGHAS,SUKABUMI,43193,32
CIKUTAMAHI,CARIU,BOGOR,16840,32
CIKUTRA,CIBEUNYING KIDUL,BANDUNG,40124,32
CIKUYA,CICALENGKA,BANDUNG,40395,32
CIKUYA,CULAMEGA,TASIKMALAYA,46188,32
CILAJA,KRAMAT MULYA,KUNINGAN,45553,32
CILAKU,TENJO,BOGOR,16370,32
CILALAWI,SUKATANI,PURWAKARTA,41167,32
CILAMAJANG,KAWALU,TASIKMALAYA,46182,32
CILAMAYA GIRANG,BLANAKAN,SUBANG,41259,32
CILAMAYA HILIR,BLANAKAN,SUBANG,41259,32
CILAMAYA,CILAMAYA WETAN,KARAWANG,41384,32
CILAME,KUTAWARINGIN,BANDUNG,40911,32
CILAME,NGAMPRAH,BANDUNG BARAT,40552,32
CILAMPENI,KATAPANG,BANDUNG,40921,32
CILAMPUNGHILIR,PADAKEMBANG,TASIKMALAYA,46466,32
CILAMPUYANG,MALANGBONG,GARUT,44188,32
CILANDAK LOR,ANJATAN,INDRAMAYU,45256,32
CILANDAK,ANJATAN,INDRAMAYU,45256,32
CILANDAK,CIBATU,PURWAKARTA,41181,32
CILANGARI,GUNUNGHALU,BANDUNG BARAT,40565,32
CILANGCANG,CIKIJING,MAJALENGKA,45466,32
CILANGKAP,BABAKANCIKAO,PURWAKARTA,41151,32
CILANGKAP,BUAHDUA,SUMEDANG,45392,32
CILANGKAP,LENGKONG,SUKABUMI,43174,32
CILANGKAP,MANONJAYA,TASIKMALAYA,46197,32
CILANGKAP,TAPOS,DEPOK,16458,32
CILANGKARA,SERANG BARU,BEKASI,17330,32
CILAWU,CILAWU,GARUT,44181,32
CILAYUNG,CIWARU,KUNINGAN,45583,32
CILAYUNG,JATINANGOR,SUMEDANG,45363,32
CILEBAK,CILEBAK,KUNINGAN,45585,32
CILEBUT BARAT,SUKARAJA,BOGOR,16710,32
CILEBUT TIMUR,SUKARAJA,BOGOR,16710,32
CILEDUG KULON,CILEDUG,CIREBON,45188,32
CILEDUG LOR,CILEDUG,CIREBON,45188,32
CILEDUG TENGAH,CILEDUG,CIREBON,45188,32
CILEDUG WETAN,CILEDUG,CIREBON,45188,32
CILEDUK,SETU,BEKASI,17320,32
CILEGONG,JATILUHUR,PURWAKARTA,41152,32
CILELES,JATINANGOR,SUMEDANG,45363,32
CILEMBANG,CIHIDEUNG,TASIKMALAYA,46123,32
CILEMBER,CISARUA,BOGOR,16750,32
CILEMBU,PAMULIHAN,SUMEDANG,45365,32
CILENDEK BARAT,BOGOR BARAT - KOTA,BOGOR,16112,32
CILENDEK TIMUR,BOGOR BARAT - KOTA,BOGOR,16112,32
CILENGKRANG GIRANG,PASALEMAN,CIREBON,45187,32
CILENGKRANG,CILENGKRANG,BANDUNG,40615,32
CILENGKRANG,PASALEMAN,CIREBON,45187,32
CILENGKRANG,WADO,SUMEDANG,45373,32
CILEUKSA,SUKAJAYA,BOGOR,16660,32
CILEULEUS,CISAYONG,TASIKMALAYA,46153,32
CILEULEUY,CIGUGUR,KUNINGAN,45552,32
CILEUNCA,BOJONG,PURWAKARTA,41164,32
CILEUNGSI KIDUL,CILEUNGSI,BOGOR,16820,32
CILEUNGSI,CIAWI,BOGOR,16720,32
CILEUNGSI,CILEUNGSI,BOGOR,16820,32
CILEUNGSING,CIKAKAK,SUKABUMI,43365,32
CILEUNGSIR,RANCAH,CIAMIS,46387,32
CILEUNYI KULON,CILEUNYI,BANDUNG,40621,32
CILEUNYI WETAN,CILEUNYI,BANDUNG,40622,32
CILEUYA,CIMAHI,KUNINGAN,45582,32
CILEWO,TALAGASARI,KARAWANG,41381,32
CILIANG,PARIGI,PANGANDARAN,46393,32
CILILIN,CILILIN,BANDUNG BARAT,40562,32
CILIMUS,CILIMUS,KUNINGAN,45556,32
CILIMUSARI,CILEBAK,KUNINGAN,45585,32
CILINGGA,DARANGDAN,PURWAKARTA,41163,32
CILODONG,CILODONG,DEPOK,16414,32
CILOLOHAN,TANJUNGJAYA,TASIKMALAYA,46184,32
CILONGSONG,TANGGEUNG,CIANJUR,43267,32
CILOPANG,CISITU,SUMEDANG,45363,32
CILOTO,CIPANAS,CIANJUR,43253,32
CILOWA,KRAMAT MULYA,KUNINGAN,45553,32
CILUAR,BOGOR UTARA - KOTA,BOGOR,16156,32
CILUKRAK,PALIMANAN,CIREBON,45161,32
CILULUK,CIKANCUNG,BANDUNG,40396,32
CILUMBA,CIKATOMAS,TASIKMALAYA,46193,32
CILUNCAT,CANGKUANG,BANDUNG,40238,32
CIMACAN,CIPANAS,CIANJUR,43253,32
CIMAHI,CAMPAKA,PURWAKARTA,41181,32
CIMAHI,CARINGIN,GARUT,44166,32
CIMAHI,CICANTAYAN,SUKABUMI,43155,32
CIMAHI,CIMAHI TENGAH,CIMAHI,40525,32
CIMAHI,CIMAHI,KUNINGAN,45582,32
CIMAHI,KLARI,KARAWANG,41371,32
CIMAHPAR,BOGOR UTARA - KOTA,BOGOR,16155,32
CIMAHPAR,KALI BUNDER,SUKABUMI,43185,32
CIMAJA,CIKAKAK,SUKABUMI,43365,32
CIMALAKA,CIMALAKA,SUMEDANG,45353,32
CIMANDALA,SUKARAJA,BOGOR,16710,32
CIMANDE HILIR,CARINGIN,BOGOR,16730,32
CIMANDE,CARINGIN,BOGOR,16730,32
CIMANGANTEN,TAROGONG KALER,GARUT,44151,32
CIMANGGIS,BOJONGGEDE,BOGOR,16920,32
CIMANGGIS,CICANTAYAN,SUKABUMI,43155,32
CIMANGGU 1,CIBUNGBULANG,BOGOR,16630,32
CIMANGGU 2,CIBUNGBULANG,BOGOR,16630,32
CIMANGGU,CIBEBER,CIANJUR,43262,32
CIMANGGU,CIKEMBAR,SUKABUMI,43157,32
CIMANGGU,CIMANGGU,SUKABUMI,43178,32
CIMANGGU,CISALAK,SUBANG,41283,32
CIMANGGU,LANGKAPLANCAR,PANGANDARAN,46391,32
CIMANGGU,NGAMPRAH,BANDUNG BARAT,40552,32
CIMANGGU,PELABUHAN / PALABUHAN RATU,SUKABUMI,43364,32
CIMANGGU,PUSPAHIANG,TASIKMALAYA,46471,32
CIMANGGUGIRANG,CINGAMBUL,MAJALENGKA,45467,32
CIMANGGUHILIR,BANTARUJEG,MAJALENGKA,45464,32
CIMANGGUNG,CIMANGGUNG,SUMEDANG,45364,32
CIMANGKOK,SUKALARANG,SUKABUMI,43191,32
CIMANGLID,KASOMALANG,SUBANG,41281,32
CIMANINTIN,JATINUNGGAL,SUMEDANG,45376,32
CIMANUK,CIKALONG,TASIKMALAYA,46195,32
CIMARA,CIBEUREUM,KUNINGAN,45588,32
CIMARA,CISARUA,SUMEDANG,45355,32
CIMARA,PASAWAHAN,KUNINGAN,45559,32
CIMARAGANG,CIDAUN,CIANJUR,43275,32
CIMARAGAS,CIMARAGAS,CIAMIS,46381,32
CIMARAGAS,PANGATIKAN,GARUT,44183,32
